business_id,active,categories,review_count,business_name,stars
TQasUKgKxJGMINAXuNE63A,TRUE,Bars Restaurants Sports Bars Nightlife,3,Driver's' Sports Grill,2.5
TQC7zn0qh0Tzgo7e1DBA,TRUE,Active Life Mini Golf,3,Lunar Golf,3
tqDwpyCB53TiEIv915Tuww,TRUE,Vietnamese Restaurants,102,Pho Avina,4
tQFlPrAqUJb5InX71xVl1g,TRUE,Diners Restaurants,4,Tonopah Joe's & Alice's Truck Stop,2.5
tQH1EHDJozYaXydEQ4AfxQ,TRUE,Shopping Home & Garden,3,Construction Lots,4.5
TQhP4vCMjvX527YMxPfuUA,TRUE,Greek Mediterranean Restaurants,67,My Big Fat Greek Restaurant,3
TqHTtjPANCBKGsjGBjDoQQ,TRUE,Pizza Restaurants,80,NYPD Pizza,4
tqjmY3E93kbp62PQwRfTuQ,TRUE,Food Grocery,4,Fry's & Fry's Marketplace,4.5
TQNDCD50mkXwySB_qXmrXA,TRUE,Steakhouses Seafood American (Traditional) Restaurants,6,Sizzler,3.5
Tqo56C68M8XpIODi7a74lw,TRUE,Auto Repair Automotive,6,CarLife,3
tqp42quHT1S_tgXQRXBx5w,TRUE,Food Ice Cream & Frozen Yogurt,24,Zoyo,4
tQS6TT2B__SzsWxPZRrNw,TRUE,,4,Family Arts Needlework Shop,4
Tqs6ubpj7ulF66H4AO_0A,TRUE,Bakeries Grocery Shopping Florists Food Flowers & Gifts,3,Safeway Food & Drug,1.5
tqsf09eym98gIuXDbewWcw,TRUE,Food Shaved Ice,3,Water and Ice Discount Superstores,4
tQTqlMW0sODNbe188ah1Yg,TRUE,Greek Mediterranean Restaurants,23,Gyros Palace,3.5
TqVESkM8cDQdTC1LL3RUSg,TRUE,Food Grocery,8,Fresh & Easy Neighborhood Market,4.5
TQWikKmbZEIZy90zq9yKtA,TRUE,Event Planning & Services Caterers,4,Arizona Taste,4.5
Tr0APByiqu94QHO3eB66A,TRUE,Event Planning & Services Venues & Event Spaces,8,Castle At Ashley Manor,4
Tr3EsurgHqGPTXwAfjZ04Q,TRUE,Bakeries Food,12,Asahi Bakery,4
tr4L9VWmPGZtdBDL2Pofw,TRUE,Burgers Restaurants,77,Smashburger,4
tr7QFLl2SHD60cHsTxQKQw,TRUE,Women's Clothing Fashion Shopping,3,Ann Taylor Loft,4.5
Trar_9cFAj6wXiXfKfEqZA,TRUE,Food Donuts,50,Bosa Donuts,4
trAvQPp7gps0Btk2AmLpw,TRUE,Mediterranean Greek Southern Restaurants,84,Zoes Kitchen,3
TRD6PxJX2fWL91dRrny6A,FALSE,Burgers Steakhouses Barbeque Restaurants,5,Logan's Roadhouse,3.5
trG1kK6Nq4YKcexa1AGOA,TRUE,American (Traditional) Restaurants,53,Buffalo Wild Wings,3.5
tRjvuIFBdIIxmQvffjLdIQ,TRUE,Churches Religious Organizations,3,Asbury United Methodist Church,4.5
TrpyasYxwHVg06FyJJieA,TRUE,Weight Loss Centers Beauty & Spas Health & Medical Medical Spas,5,Red Mountain Med Spa,3
TrUlUCfoa1L034YKEermnQ,TRUE,Fast Food Sandwiches Restaurants,3,Schlotzsky's,4
tr_Fr0RHF45PIBYZrNELQ,TRUE,Local Services Fashion Shopping Printing Services,3,Tees and More,5
tsMfJZ3BLPS6PP2KBa6Jg,TRUE,Home Services Pool Cleaners,3,Corson's Swimming Pools,3.5
tS12t_uuiCGAryiNaRmF9w,TRUE,Bars Sports Bars Nightlife,25,Home Turf Bar,2.5
Ts83iDXUmuBogqPQKIvGhQ,TRUE,Burgers Restaurants,3,Carl's Jr,2
TsD1cUoAas0Lv0UtT9sdQ,TRUE,American (Traditional) Restaurants,36,Buffalo Wild Wings,3
tSE1ll8Eq8YCg58yVMNeJQ,TRUE,Veterinarians Pets,3,Homestead Animal Clinic,5
Tsff0UUVgrnawjI_xd2cKg,TRUE,Caribbean Restaurants,60,A Taste of the Caribbean,4
TsJlKhSAMAHttwB82Trsrw,TRUE,Fast Food Sandwiches Restaurants,3,Subway,2.5
tSlLJ5Embhp5MZdAqN70dA,TRUE,Food Beer Wine & Spirits,12,BevMo!,4
TsmBNiwMMeb8aRrZs00JBA,TRUE,Greek Middle Eastern Restaurants,80,Phoenicia Cafe,4
tsom7jUEr_DetH65ZtEc3w,TRUE,Sandwiches Restaurants,36,Capriotti's Sandwich Shop,4
tSsf701lPVTw9MRzmDpFQ,TRUE,Beauty & Spas Hair Removal Medical Spas Skin Care Health & Medical Laser Hair Removal,4,Skin Gravy,3.5
tt4ZFn2PEfn9VwsO3Whwg,TRUE,Food Coffee & Tea,7,Starbucks,3
Tt6DYs0TyERWHWW5xiRL_A,TRUE,Sushi Bars Restaurants,160,Yen Sushi & Sake Bar,4
TTaS3S_12GjK8gqbfdD70A,TRUE,Pet Services Veterinarians Pet Boarding/Pet Sitting Pets,6,Estrella Animal Hospital,2
TtBlQKZWkHcRjozoyEL7ew,TRUE,Financial Services Insurance,3,Gebhardt Insurance Group,5
tTcsvA98b7ez7s3UqGK94Q,TRUE,Beauty & Spas Nail Salons,3,Citrus Nail Studio,3.5
TtdQtqjvN_K4449boXaU1A,TRUE,Hotels & Travel Event Planning & Services Hotels,7,Ramada Tempe,2
TteGysJJay3FWd2uDm9A,TRUE,Bakeries Food,4,Woobie's Cookies,5
TTGeB7Tr1o2PEdi2c1Gx5w,TRUE,Food Juice Bars & Smoothies,4,Planet Smoothie,4.5
TTjdeeMfTw9s9vg4T1a3pw,TRUE,Skin Care Hair Salons Nail Salons Beauty & Spas,9,Pure Elements Salon,5
ttjDIKdZcEB3bREqv4V2JQ,TRUE,Arts & Crafts Shopping Fabric Stores,4,Fabric Depot and Supplies,4.5
TtLsZgjqIzWeOapFGa_aA,TRUE,Active Life Gyms Fitness & Instruction,5,Orangetheory Fitness,4
ttLtsY1S2Angj6hvEdzwDQ,TRUE,Bars American (New) Nightlife Lounges Restaurants,107,Blue Martini,3.5
tTOWEYkyIZdwVEoXDmpm2w,FALSE,Nightlife Dance Clubs,13,Glam,4
ttPxQVqhh_m2iVFdxAO9rQ,TRUE,Food Automotive Grocery Gas & Service Stations,4,Fry's Marketplace,3
ttpZx2t4fMAApdU9MFG91w,TRUE,Active Life Gyms Trainers Fitness & Instruction,28,24 Hour Fitness,3
ttSvZJIckQKN46sLeH_yRw,TRUE,Local Services Dry Cleaning & Laundry Sewing & Alterations,5,Hourglass Cleaners,2.5
ttSWoJXTFuIwAYeN44LU2A,TRUE,Automotive Auto Glass Services,4,Vehicle Installation Professionals,5
TuCAYZ89lP_s6D7Y78xNhQ,TRUE,Burgers American (Traditional) Restaurants,138,Smashburger,3.5
Tuk1WtyT3lLW3M3I4k4ZQ,TRUE,Food Ice Cream & Frozen Yogurt,4,Cold Stone Creamery,4
TUM0RS3QDhZaGk5DPkncPw,TRUE,Auto Repair Automotive,7,German Car Service,4.5
TuSfiek_fBAbNMGkWVXcGQ,TRUE,Veterinarians Pets,3,Indian Bend Animal Hospital,5
TusXhzJIpe0xv3vm2weUhA,TRUE,Italian Pizza Restaurants,13,Barro's Pizza,4.5
TuuENwzxOFdDLY_oKCbFZw,TRUE,Delis Sandwiches Restaurants,110,The Deli,4.5
tUWLVIY6sbwLRheFJPYmPQ,TRUE,Fashion Shopping Home Decor Arts & Crafts Accessories Home & Garden,5,Heard Museum Shop,4.5
TuZ62cXhXjOWHQBdsED7PA,TRUE,Hot Dogs Restaurants,7,Wienerschnitzel,3
TV3rNwJxsHNFk4osCDEDAw,TRUE,Shopping Outlet Stores,4,Sears Outlet Store,2
tV97OH1LK00kUcX0JigsQ,FALSE,Food Ice Cream & Frozen Yogurt Vegan Restaurants,56,Chill,4.5
tVihf5G8I0yNzdgntgoZeQ,TRUE,Shopping Jewelry,5,N & R Gold & Silver Jewelry,4.5
TVJT7Xkndikf4vskcjKQw,TRUE,Greek Restaurants,38,Cyprus Grill,4
TVm4yUvfrM0p08ecq5O38A,TRUE,Handyman Home Services,3,Use MY Guy Services,5
tVPu9d9mtKu2EpwdhmqNgA,TRUE,Active Life Amateur Sports Teams,14,Arizona Derby Dames,4.5
tvyOw9dBJds5fEXMTjzfQ,FALSE,Bars Mexican Nightlife Lounges American (New) Restaurants,31,Clarendon Kitchen + Bar C4,3
Tw2lwIojYdbfNsca6qAP5w,TRUE,Food Coffee & Tea,6,Starbucks  ,2.5
TWeA9VoP4hBSJtk3uHTEzg,TRUE,Bakeries Food Sandwiches Restaurants,23,Paradise Bakery,3.5
twI19PZH1y8csXQ5VsrMw,TRUE,Thrift Stores Shopping,16,Gracie's Family Thrift StoreTempe,4
TwMfahsPHFnkLiqqvyalAQ,TRUE,Pubs Irish Nightlife Bars Restaurants,44,R.T. O'Sullivan's,3
tWQDGbTZO9WgQguo0Cw_RQ,TRUE,Seafood Restaurants,3,Han Machi,2.5
TWsI4hcDh1KcL3YdNm7vw,FALSE,Shopping Home Services Internet Service Providers Mobile Phones Professional Services Electronics,6,Verizon Wireless,3.5
tWVuAPWXvW2g8ce0WWepXA,TRUE,Greek American (Traditional) Mediterranean Restaurants,12,George's Famous Gyros & Pasta,3.5
tWZggyzTz_agCKoW280Q,TRUE,Shopping Home & Garden,4,Sprinkler World,4.5
TX44pKdAmynE8E3TaH0q3A,TRUE,Burgers Fast Food Restaurants,5,McDonald's,2
txCJurIIrE9ZoHu3gZUvnQ,TRUE,Seafood Restaurants,24,Red Lobster,2.5
TxDKDFQ3ovgzTaNcqKf2Uw,TRUE,Chinese Restaurants,36,Li's Bowl,4
tXJjKTEAqwijdPjeBqvhg,TRUE,Food Ethnic Food Thai Specialty Food Restaurants,11,5 R Cha Thai Diner,4
TXOC9oDwBA9tI3vNBlkFbw,TRUE,Bridal Shopping,3,Bridal Couture & Evening Wear of Scottsdale,1
txsxisc36JMQ3rA1dAeibA,TRUE,Skin Care Day Spas Massage Beauty & Spas,9,Massage Envy Spa Peoria Park West,4
TxxhWPMILH40JlZbX7KNHA,TRUE,Sandwiches Restaurants,11,Cousins Subs,3
tXYFkBqCwAvIjfqJXlSvQ,TRUE,Hotels & Travel Event Planning & Services Hotels,11,Phoenix Marriott Mesa,3
ty1DbdseofgpXZMxn1I_GA,TRUE,Plumbing Home Services,4,Rooter Hero Plumbing,4
tY30KG3CxVe3wU1b5gQDtQ,TRUE,Bakeries Food,21,Chocolate Star Bakery,4.5
tyC0LaPJo3ct_0JEkTwZxw,TRUE,Mexican Restaurants,4,Filiberto's Mexican Food,2.5
tyETqrYijm3cY4noCwl9Ww,TRUE,Middle Eastern Restaurants,90,Sahara Middle Eastern Restaurant,4.5
TYGIfpFrYYrKXOPexst5xQ,TRUE,Barbers Beauty & Spas,3,Richard D's Barber Shop,4.5
tyH0l9SPwV2N8ExwILQ2NQ,TRUE,Restaurants Pizza Italian,14,Manhattan Pizza,3
tyHtzC4kMvsTZOBZ8YaWw,FALSE,Buffets Restaurants,5,China House Buffet,2.5
TYLHA3Ojok25UMZBO4y8PQ,TRUE,Automotive Motorcycle Dealers,4,Ridenow Powersports,1.5
TyxoytQnWoOr8wcTZqVYjQ,FALSE,Music & DVDs Books Mags Music & Video Shopping Bookstores,4,Borders,3.5
TYypDpVtkAV_d0FXULrawA,TRUE,Used Vintage & Consignment Fashion Shopping,6,Meat Market Vintage,5
TZ4d1i8epUVCyBoONulfUQ,TRUE,Arts & Entertainment Stadiums & Arenas,64,Scottsdale Stadium,4.5
tz7FNOyd0QY6f1vudq8Wlg,TRUE,Active Life Gyms Fitness & Instruction,48,Gold's Gym Elite,3
tZ9qG1Geg5miZnDAOD0YOQ,TRUE,Food Convenience Stores Grocery,3,Quiktrip,3.5
Tz9SfQBHtnyaRslSPGf0Q,TRUE,Food Grocery Shopping Drugstores,6,Fry's & Fry's Marketplace,2.5
tzGPZyGuFT3dCT1Wpn9JQA,FALSE,Food Vegetarian Juice Bars & Smoothies Sandwiches Restaurants,6,Soma Express,4
TzImzfIWkZTnetKl2a4SQ,TRUE,Bars Food Breweries Nightlife American (New) Sports Bars Restaurants,132,Gordon Biersch Brewery Restaurant,3.5
TZreEdLD25xVwkyvmkgSoA,FALSE,American (Traditional) Buffets Restaurants,10,Furr's Buffet,4
tZXPhvufHhfejGrRp554Lg,TRUE,Bakeries Food French Restaurants,168,Scratch Pastries & Bistro,4
Tz_qe3zVRAi9rgjeerB1A,TRUE,Barbers Beauty & Spas,5,The Yankee Clipper Barber Shop,4
T_ih2IGAmdQAExnbF8S6g,TRUE,Shopping Mobile Phones,3,AT&T,3.5
t_0576Esa58pcLHCEpj31A,TRUE,American (Traditional) Restaurants,79,Steve's Greenhouse Grill,3
T_1Hisja3UerfojC4auEbg,TRUE,Beauty & Spas Nail Salons,4,Guilty Pleasures Nail Salon,5
T_d9GB_p0ajNTVEZ2CMmrw,FALSE,Chinese Restaurants,4,Pick Up Stix,3
t_JnK281IiG8qnrL8zlsFg,TRUE,Food,4,Geno's Famous Philly,2.5
T_Kcz_bkhE9T6YejqFqPxQ,TRUE,Mexican Restaurants,57,Guedo's Cantina Grille,3.5
T_L1_fXv6ovC_kSrFds8qQ,TRUE,Churches Religious Organizations,5,St Patrick Catholic Community,5
T_LgTwk42vFkgoVECz1gA,TRUE,Home Services Real Estate Apartments,3,Alanza Place Apartments,3.5
t_MW3VXc4mAOpBmDr7XxSg,TRUE,Hotels & Travel Car Rental,3,National Car Rental Phoenix Sky Hbr Intrntnl Arprt,3.5
U0hMfagGtjYZCYB1i0WNw,TRUE,Bars Sports Bars Nightlife,59,Blitz Sports Bar & Grill,3
unMW__EKMYH_PVqacYc3Q,TRUE,Food Vegetarian Juice Bars & Smoothies Vegan Restaurants,79,Loving Hut,4
UtiHSh0P38H6yDUHrZA,TRUE,Hotels & Travel Event Planning & Services Hotels,14,Best Western Inn of Tempe,3.5
Uub9k0oh7cjNPX7WBHsdw,TRUE,Arts & Entertainment Performing Arts,3,Marilyn's Academy of Dance,3.5
uVxYYupPzLHJph6XNUe2A,TRUE,Middle Eastern Restaurants,6,Sinbad's Restaurant,4
U05b7D600JDVo4DJj_WGhQ,FALSE,Bakeries Food,4,Manila Bakery,1.5
u0NbikWwP7TVkMkCily4g,TRUE,Museums Arts & Entertainment,145,Phoenix Art Museum,4.5
u0P8ZOHbAY3B0g4de1EEg,TRUE,Shopping Mobile Phones,3,Wireless Toyz,2.5
U0Up9AYSClGwmuqoZJVzw,TRUE,Mexican Restaurants,8,Ramiros Mexican Restaurant,4
U0uzHoDoh4p7SrFr8LTg,TRUE,Local Flavor,25,Winter in Phoenix,4.5
U1sC16B31usuCwoWYlsP1A,TRUE,Beauty & Spas Nail Salons,3,Lover Nails and Spa,5
U1Xat7TmxO7Umk2iyhsa0A,TRUE,Home Services Contractors,4,Dolphin Pools Construction,3
U1yAeLnWth_E1TmPasagbw,TRUE,Food Ice Cream & Frozen Yogurt,4,Ocean Blue Frozen Yogurt,4.5
U2C1t0sqK_3hMFEs67MBLQ,FALSE,Bars Gay Bars Nightlife Dance Clubs,11,Club Forbidden,2
u2hGxSbpIOZZ3KliIELuTQ,TRUE,Chinese Restaurants,6,Grand Buffet,2.5
U2RaLjJ6NlRWINDrDS8Uw,TRUE,Food Beer Wine & Spirits,28,BevMo!,4
u2TOqN1cau_e18Esigccvg,TRUE,Women's Clothing Children's Clothing Fashion Shopping Men's Clothing,3,Gap,4
u36r5QRRwvFQGBblrMxDlA,TRUE,Bars American (New) Restaurants Sports Bars Nightlife,4,Lighthouse Sports Bar,2
U3ai4VqNSWsrWOrVJObo3w,TRUE,Local Services Sewing & Alterations,4,Alis Fashion Design,5
u3HMalNHxBgZUXjnH3O6Q,TRUE,Professional Services Television Service Providers Home Services Internet Service Providers,9,Cox Residential Digital Solutions Store,2.5
U3wDsYO_mXJeF7j11vOfoQ,TRUE,Allergists Doctors Dermatologists Health & Medical,3,Allergy and Dermatology Specialists,2.5
U3wrDS90g73VcNM66dQP6w,TRUE,Active Life Health & Medical Physical Therapy Trainers Fitness & Instruction,3,Athletes Performance,5
u3_amLppmBrfBYUfaI0nVw,TRUE,Hotels & Travel Event Planning & Services Hotels,15,Residence Inn Phoenix Desert View at Mayo Clinic,4.5
u4gTf8OO6ywnnBUp7UL_vA,FALSE,Japanese Restaurants,5,Ichiban Japanese Restaurant,1.5
U4IipLI4RsuBLmxTFEV2MQ,TRUE,Automotive Hotels & Travel Transportation Airport Shuttles Parking,31,Sky Harbor Airport Parking,3
U5VseaV5NWnuh5AW4acJg,TRUE,Hardware Stores Shopping Home & Garden,4,Russ True Value Hardware,4.5
u5ao5yQEzlebC_03UWy5Q,TRUE,Sporting Goods Shopping,4,Arizona Golf Works,5
U5F3Z44SZiqHjka3kYnw,TRUE,Health & Medical Chiropractors,4,The Joint ...The Chiropractic Place,4.5
U5NuvuevF4GelzwXsIz_Lg,TRUE,Arts & Entertainment,13,Artlink,4.5
u5tS8tenUo4YzRTbkeTTw,TRUE,Mexican Restaurants,10,Federico's Mexican Food,4
U605aUo9MJn5vgLfP3yYKg,TRUE,Food Burgers Ice Cream & Frozen Yogurt Restaurants,39,Culver's,4
U6imYlP52NIIGaTAI72i7Q,TRUE,Food Street Vendors,10,Emerson Fry Bread,4
U6oNWTxVTnuuCL0BPRZCSg,TRUE,Arts & Entertainment Cinema,88,UltraStar Cinemas,3.5
U6uJaYZZ59CSn92R_pJCUQ,TRUE,Active Life Disc Golf Parks,11,Fountain Park,4.5
U6WDGMA7Bqxqw_tDQjbsZA,TRUE,Delis Sandwiches Restaurants,5,Tony's Bagels Deli & Coffee,4
u6ZfEnHY1LgD0h2sGVSiA,TRUE,Health & Medical Dentists General Dentistry,4,Gentle Dental Associates & Spa,5
u6zEuzi4S0AtJBtKGZPxhQ,FALSE,American (Traditional) Restaurants,19,ZiNG,4
U7jOpLoLXYphWFqS6JO8mQ,TRUE,Nightlife Bars Pizza Sports Bars Restaurants,42,Native New Yorker,3
u7NV80cMLlCpepOXVfA5Hg,TRUE,Active Life Parks,12,Shaw Butte Recreation Area,4
u7pDoiqy3u0fv8kRHleYkA,TRUE,Food Coffee & Tea,8,Starbucks  ,3.5
U7sejo2TGadsrAIdxCRKeQ,FALSE,American (Traditional) Sandwiches Restaurants,3,The Apple Cafe,3.5
u7SqRXp_H5ysr6FdlEORqQ,TRUE,Massage Beauty & Spas,4,Go Relax Wellness Spa,3
u8bQvtkVa5lWSNwRLH6Vg,TRUE,Food Grocery Shopping Home & Garden Furniture Stores,24,Cost Plus World Market,4.5
u8KvEPDGbX4v8mC2kHD5WA,TRUE,Doctors Health & Medical Naturopathic/Holistic,5,Creative Healing Solutions,5
u8nJN_BTTcA_2pWFYlbbA,TRUE,Food Farmers Market,3,Farmyard,5
u8pEX4RqsRf93F7X90Pz3w,TRUE,Shopping Antiques,3,Stuff Antiques,2.5
u8roVM7HO9Oiah2dNBHXrA,FALSE,Wine Bars Bars Restaurants Nightlife Italian,19,Grapes,3.5
U8VARW6LYOhxRYgi6eDw,TRUE,Korean Japanese Restaurants,26,Takamatsu's,4
u9b49Z4JmvbP6KTe26lyoA,TRUE,Hair Salons Beauty & Spas,5,Cool Cuts 4 Kids,4
U9hKUngQjWw9ZE6Znwergg,TRUE,Breakfast & Brunch Cafes Restaurants,24,Henhouse Cafe,3.5
U9iWs_XQ88IEj_Cgawyz4w,TRUE,Bakeries Food Cafes Restaurants,46,Wildflower Bread Company,4
U9J3XvKuMVfm17SKOjZncw,TRUE,,3,A & J Graphics and Promotions,5
u9kl0iwI7Ziu2GV3IIEPyg,TRUE,Veterinarians Pets,6,Crosswinds Animal Clinic,5
u9MKnG0PqI8N7ixSfrrTiw,TRUE,Barbeque Restaurants,85,Famous Dave's,4
ua0V7dK0_lpChFE65qAx0A,TRUE,Food Grocery,4,Smart & Final,3.5
uaAMGh8gMoJD4nLFzNsMA,TRUE,Food Ice Cream & Frozen Yogurt,11,A Touch of Yogurt,4
UAATzhTdfd43S8F0SwXDcw,TRUE,Fast Food Restaurants,7,Chipotle Mexican Grill,3.5
UACSWwOwCFg58ycvb32RQ,TRUE,Restaurants African,6,Tariq Restaurant,4
uah5bJG_bYhHFe0p1t1m0w,TRUE,Hot Dogs Restaurants,4,Hot Dog on a Stick,3.5
uAIZtyGIC1hX4i3Ukmhf6w,TRUE,Food Bagels,7,Einstein Bros Bagels,3.5
uaL13FLBbgQalu8GVSw,TRUE,Food Desserts,11,Yogurberry,3.5
UAnuqYY2EoGSh4vC8BByyw,TRUE,Skin Care Massage Beauty & Spas,3,Skin Bliss,5
UAqHosm2zxoq4pvL2pb8A,TRUE,Hair Salons Skin Care Nail Salons Beauty & Spas,4,Vivaldi Salon Suites,5
UAR9XXVVTQ5shxvU80C1dA,TRUE,Tires Automotive,11,Discount Tire,4
uASlHlRsF8CkVVG7R9dM8Q,TRUE,Women's Clothing Fashion Shopping Shoe Stores Accessories,7,Dee's Dancewear,1.5
uAUwNm5ZaM_sKKqz83iz7g,FALSE,Lounges Jazz & Blues Arts & Entertainment Nightlife Bars,5,The Napoleon,4.5
uAvR3wVQiplcDjzLJvgg,TRUE,Arts & Entertainment Performing Arts,8,Mystery Mansion Dinner Theater,3.5
Uayq3Wc5Y8PHLAFusOPprA,TRUE,Dance Schools Specialty Schools Education,4,Irish Cultural Center,5
UAzZDOlg_Fp48YhHDpo2g,TRUE,Bars Nightlife,8,Garnett's Rite Inn,4
uBD5ykz01uJXlGaRpzsglw,TRUE,Active Life Martial Arts Gyms Fitness & Instruction,3,Nava Brazilian Jiu Jitsu,5
UBHENdQcmWBG3vnjz6OdMw,TRUE,Food Bagels,12,Bruegger's Bagel Bakery,3
ubLwYCVZGQTZT7PYz28KQ,TRUE,Auto Repair Automotive,3,CompuTech Automotive,4.5
UBq0EyWQe42H0lrq0PXXqQ,TRUE,,3,Wienerschnitzel,1.5
UbQNydRclNmwephwsTzJtg,TRUE,Active Life Horseback Riding,4,Papago Riding Stable,5
ubXWyEYO5_auun93nuxcvA,TRUE,Shopping Nurseries & Gardening Home & Garden,4,Summerwinds Nursery,4.5
ubyQZRkJAnAw1uYj7zYLQ,TRUE,Active Life Amusement Parks Nightlife Bowling,6,AMF Chandler Lanes,3.5
ubYzyCbtpuEiZxd0q7DivQ,TRUE,Churches Religious Organizations,7,Phoenix First Assembly Of God,4
UB_JlcIRgQsdKzQZQyHjuw,TRUE,,6,Encanto 18 Hole Golf Course,3.5
UCaF3g4e1Diqpf0A06smag,TRUE,Fast Food Sandwiches Restaurants,3,Subway,1.5
UCbxctETCwDkyljuvC9VQ,TRUE,Local Services Shipping Centers,3,The UPS Store,3.5
ucCu3940jS0u_vT6f8MVQ,TRUE,Japanese Restaurants,11,Kyoto Bowl,2.5
UCEAhciqe8avW1NbWJ32g,TRUE,Mexican Restaurants,74,Los Taquitos,4
UcEaSZ2nd721f0C67zN23w,TRUE,Chinese Restaurants,6,Chinatown Restaurant,3.5
UCid2Tas6K4SB9sHO9gQ8w,TRUE,Bars Nightlife Restaurants,92,Elephant Bar Restaurant,3
UCjtaUCtJPbTUouHtQURvQ,TRUE,TexMex Restaurants,31,Chipotle Mexican Grill,3.5
ucpLfJYcppVSRPqd20tDFg,TRUE,Contractors Home Services Pool Cleaners,3,Swimming Pool Butler,5
UcxhYSDoxIAzZb8r5eWvQ,TRUE,Food Convenience Stores,5,Quiktrip,3.5
Ud5tj_B3laGb7wDgpoq3Q,TRUE,Food Ice Cream & Frozen Yogurt Desserts,5,PS Yogurt,4
uD5wz21iQ5kyvCIATmWxw,TRUE,Hotels & Travel Event Planning & Services Hotels,7,Radisson Hotel,3.5
Ud6MAIcHxyao99gnGWqtnA,TRUE,Burgers Fast Food Restaurants,9,McDonald's,2.5
uD8VCvvLhJeAFA9kTX2yKg,TRUE,Hot Tub & Pool Shopping Home Services Home & Garden Pool Cleaners,3,B & L Pool Supplies,5
Udas3Rfvcb3sv7q8OeJ1Rw,TRUE,Hotels & Travel Car Rental,15,National Car Rental,4
udaV3Bywebrpm_zCeYFpjA,TRUE,Web Design Graphic Design Professional Services,5,Eeko Studio,5
UdEXv9VninWOB2iR0Mi7g,TRUE,Mexican Restaurants,3,Pepe El Toro Mexican Food,3.5
UdKEeSbaLaGrEncZjKfr7Q,TRUE,Women's Clothing Fashion Shopping Accessories,34,Bunky Boutique,4.5
udmbUuD3xoueQ55INQFRw,TRUE,Pizza Restaurants,30,Rosati's Pizza,3.5
UDmbxiR9n1FKhHevNdOqCQ,TRUE,Local Services Shipping Centers Printing Services,3,UPS Store,2.5
uDoEofFBFyaVsAR7UCYMDQ,TRUE,Food Grocery,5,Safeway,3
udU3vTgNvUqjeFlyjmze9g,FALSE,Flowers & Gifts Shopping,9,Stupid Cupid,5
udVKZfBZ3IyZf_mlTy0law,TRUE,Nightlife Sandwiches Restaurants,12,Nana's Sandwich Saloon,4
UDWLaPTclYXBdG7PYIe1Zw,TRUE,Men's Clothing Fashion Shopping,24,Brand X Custom TShirts,4.5
UdXn5e3o_biQoUNv0LRYQ,TRUE,Burgers Fast Food Restaurants,3,Carl's Jr,2.5
udyeC0A16GWcSas7L5hwHg,TRUE,Breakfast & Brunch Restaurants,4,Denny's,3.5
uE3ZCR5fvJK4AK99VqkSA,TRUE,Active Life Boot Camps Gyms Trainers Fitness & Instruction,3,Jwwfitness Workout Concepts,3.5
UE4h9OXNzNInmxseAkUihw,TRUE,Thai Restaurants,55,Thai Basil,4
uECIvsUWlDWSiJ9jAfH_kQ,TRUE,American (New) Restaurants,16,Texas Roadhouse,4
UEdKDUGcvXzR0_Ow9K2Vg,TRUE,Auto Repair Automotive Tires Auto Parts & Supplies,12,Pep Boys,4
ueGJonqBs6Hfer60y4IAGg,TRUE,Auto Repair Automotive,7,Wilhelm Automotive,4.5
UeHMkdqyWTEH3jg6jEMiew,TRUE,,3,Empire Air Conditioning,2.5
UeIiEB5_XxB90nHJrgqfww,TRUE,Hotels & Travel Event Planning & Services Hotels,9,Econo Lodge,3
uEJQSIjWuiTDWXaGlcqyQ,TRUE,Soul Food Breakfast & Brunch Southern Restaurants,357,LoLo's Chicken & Waffles,4
UeNrChyVqfCq9jcNyY5w,TRUE,Health & Medical Dentists Orthodontists General Dentistry Cosmetic Dentists,3,Bright Now! Dental,1.5
uEoOaDZIl9SEBUioPN1bw,TRUE,Restaurants,3,Wendy's Old Fashioned Hamburgers,2.5
UETunq2HsmwW9pbsSGWZ6g,TRUE,Asian Fusion Chinese Restaurants,8,Deer Garden Signature,3.5
uEW1NwL9h5N0zI2Ip9UKrQ,FALSE,Mexican Restaurants,37,Julio G's,2.5
uEWNDYYV7yJMB3xPUdQ7vA,TRUE,Chinese Restaurants,6,New China,2
UeWr0eT1KEoMSYwf0vXIKw,TRUE,Mexican Restaurants,9,Ramiro's Taco Shop,3
UexMw8s7B1JRtFOQtCCsQ,TRUE,Restaurants Italian,31,Romano's Macaroni Grill,2.5
UeYT4UMnfpb9lJkmKnz17w,TRUE,Mexican Restaurants,11,Cervantes Restaurant,3.5
uf4AWTEI6RmRUXx28MZsg,TRUE,Food Ice Cream & Frozen Yogurt,5,Ben & Jerry's Scoop Shop,4.5
UF4TV1U62zb6EK0i1dmrhA,TRUE,,5,Design Ramon,3.5
uf5aV64d7KtUxMVAEgIB4A,TRUE,Day Spas Nail Salons Beauty & Spas,4,Aloha Nails & Spa,4
uf6gvmoJNWtne9xGwTP3A,TRUE,Food Coffee & Tea,6,Starbucks,2.5
UFC4jwICc8Gyg_nHnWxQ,TRUE,Medical Centers Health & Medical,4,Allergy Asthma Clinic,4.5
UFfYVoK3RwDVo9eb70Fh9w,FALSE,Food Ice Cream & Frozen Yogurt,5,Ritter's Frozen Custard,4
uFJwKlHL6HyHSJmORO85w,TRUE,Arts & Entertainment Stadiums & Arenas,68,US Airways Center,4
